Student_ID,Participating_Course_Grade,FINAL_SAT_total,StudySemester_cumGPA,StudySemester_plusone_cumGPA,StudySemester_plustwo_cumGPA,StudySemester_plusthree_cumGPA,StudySemester_plusfour_cumGPA,StudySemester_plusfive_cumGPA,Q1.1_Writing_Attitudes_Survey,Q1.2_Writing_Attitudes_Survey,Q1.3_Writing_Attitudes_Survey,Q1.4_Writing_Attitudes_Survey,Q1.5_Writing_Attitudes_Survey,Q1.6_Writing_Attitudes_Survey,Q1.7_Writing_Attitudes_Survey,Q1.8_Writing_Attitudes_Survey,Q1.9_Writing_Attitudes_Survey,Q1.10_Writing_Attitudes_Survey,Q1.11_Writing_Attitudes_Survey,Q2.1_Writing_Attitudes_Survey,Q2.2_Writing_Attitudes_Survey,Q2.3_Writing_Attitudes_Survey,Q2.4_Writing_Attitudes_Survey,Q2.5_Writing_Attitudes_Survey,Q2.6_Writing_Attitudes_Survey,Q2.7_Writing_Attitudes_Survey,Q2.8_Writing_Attitudes_Survey,Q2.9_Writing_Attitudes_Survey,Q2.10_Writing_Attitudes_Survey,Q2.11_Writing_Attitudes_Survey,Q2.12_Writing_Attitudes_Survey,Q2.13_Writing_Attitudes_Survey,Q2.14_Writing_Attitudes_Survey,Q2.15_Writing_Attitudes_Survey,Q2.16_Writing_Attitudes_Survey,Q2.17_Writing_Attitudes_Survey,Q2.18_Writing_Attitudes_Survey,Q2.19_Writing_Attitudes_Survey,Q2.20_Writing_Attitudes_Survey,Q2.21_Writing_Attitudes_Survey,Q2.22_Writing_Attitudes_Survey,Q3.1_Writing_Attitudes_Survey,Q3.2_Writing_Attitudes_Survey,Q3.3_Writing_Attitudes_Survey,Q3.4_Writing_Attitudes_Survey,Q3.5_Writing_Attitudes_Survey,Q3.6_Writing_Attitudes_Survey,Q3.7_Writing_Attitudes_Survey,Q3.8_Writing_Attitudes_Survey,Q3.9_Writing_Attitudes_Survey,Q3.10_Writing_Attitudes_Survey,Q3.11_Writing_Attitudes_Survey,Q3.12_Writing_Attitudes_Survey,Q4.1_Writing_Attitudes_Survey,Q4.2_Writing_Attitudes_Survey,Q4.3_Writing_Attitudes_Survey,Q4.4_Writing_Attitudes_Survey,Q4.5_Writing_Attitudes_Survey,Q5.2_recoded_Writing_Attitudes_Survey,rQ4.2_Writing_Attitudes_Survey,rQ4.5_Writing_Attitudes_Survey,Survey_conf,Survey_Blf_Cont,Survey_Blf_Conv,Survey_G_Master,Survey_G_Perform,Survey_G_Avoid,Survey_Affection
WS0565,2,990,2.53,2.53,2.63,2.79,2.988, ,Describes me very well,Somewhat describes me,2,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Does not describe me at all,Does not describe me at all,4,Describes me very well,90,90,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,60,80,Completely Sure,80,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,80,90,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,2,4,4,2030,26,16,20,14,6,20
WS0566,3,800,3.12,3.12,2.95,2.83,2.753, ,4,2,Does not describe me at all,4,4,2,2,4,Does not describe me at all,Somewhat describes me,Describes me very well,60,50/50 Chance,90,80,90,70,60,90,90,Completely Sure,60,Completely Sure,70,90,80,Completely Sure,90,90,Completely Sure,50/50 Chance,80,80,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,2,3,3,1770,29,17,15,15,4,20
WS0567, ,950,2,2, , , , ,Somewhat describes me,2,Does not describe me at all,4,2,2,4,4,2,2,4,80,70,80,90,70,90,80,80,60,80,80,70,80,80,90,70,80,80,80,70,80,80,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,1,2,2,1720,26,23,15,12,5,12
WS0568,2,950,2.75,2.75,2.06,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0569,0,670,1.1,1.1, , , , ,Somewhat describes me,2,Somewhat describes me,2,Somewhat describes me,2,Somewhat describes me,2,Somewhat describes me,2,Somewhat describes me,30,40,30,50/50 Chance,50/50 Chance,60,40,40,50/50 Chance,40,50/50 Chance,40,50/50 Chance,40,50/50 Chance,40,50/50 Chance,40,50/50 Chance,40,50/50 Chance,40,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,1,3,4,970,16,14,11,11,8,14
WS0570,0,1170,1.88,1.88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0571, ,1000,4,4,3.77,3.76,3.8, ,Describes me very well,Describes me very well,4,4,Somewhat describes me,2,2,Somewhat describes me,Somewhat describes me,4,4,60,50/50 Chance,50/50 Chance,70,80,60,80,70,60,70,80,50/50 Chance,50/50 Chance,50/50 Chance,70,80,70,80,80,40,50/50 Chance,50/50 Chance,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,1,2,1,1400,21,20,15,17,9,10
WS0572, ,930,0.54,0.54, , , , ,4,Describes me very well,Somewhat describes me,Describes me very well,4,4,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,4,80,60,70,70,90,80,70,60,50/50 Chance,80,70,40,50/50 Chance,80,90,50/50 Chance,50/50 Chance,20,60,50/50 Chance,80,70,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,3,2,1420,23,19,16,18,10,12
WS0573,4,990,3.21,3.21, , , , ,4,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,Does not describe me at all,Does not describe me at all,Describes me very well,Somewhat describes me,60,60,60,50/50 Chance,Completely Sure,Completely Sure,80,Completely Sure,60,30,50/50 Chance,20,50/50 Chance,50/50 Chance,30,30,50/50 Chance,Completely Sure,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,2,3,2,1280,23,18,13,17,8,15
WS0574,3,1010,2.04,2.04,2, , , ,Somewhat describes me,Does not describe me at all,Somewhat describes me,Describes me very well,Does not describe me at all,Does not describe me at all,4,Does not describe me at all,Does not describe me at all,4,4,60,50/50 Chance,70,40,60,80,70,70,50/50 Chance,30,70,30,30,50/50 Chance,80,80,50/50 Chance,80,80,50/50 Chance,70,70,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2,2,3,1320,24,15,16,8,5,13
WS0575,2,960,3,3,3.22,3.28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0576,1,1010,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0577,2,1060,3.64,3.64,3.41,3.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0578,1,750,1.65,1.65, , , , ,Describes me very well,4,4,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,Somewhat describes me,2,Describes me very well,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,90,90,90,90,70,80,90,90,Completely Sure,90,50/50 Chance,90,70,90,Completely Sure,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Disagree,Neither agree nor disagree,2,1,3,1960,28,18,20,20,12,10
WS0579,3,1150,3.28,3.28,3.53,3.52,3.61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0580,3,950,2.12,2.12,2.44,2.36,2.63, ,4,Somewhat describes me,Describes me very well,4,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,Somewhat describes me,70,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,70,60,50/50 Chance,40,40,50/50 Chance,50/50 Chance,60,50/50 Chance,50/50 Chance,80,80,70,60,50/50 Chance,50/50 Chance,60,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,2,3,3,1240,26,21,14,16,13,16
WS0581,2,1090,3.32,3.32,2.89,2.92,3.036, ,4,Somewhat describes me,2,4,2,2,Somewhat describes me,2,2,2,4,80,80,60,50/50 Chance,60,70,80,70,50/50 Chance,80,80,60,70,50/50 Chance,80,80,60,50/50 Chance,70,30,40,50/50 Chance,Agree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,2,3,3,1400,17,7,15,11,6,17
WS0582,3,1200,3.35,3.35, , , , ,4,Somewhat describes me,Somewhat describes me,4,4,Describes me very well,4,Somewhat describes me,4,4,Describes me very well,60,70,70,60,70,60,80,80,70,90,90,60,50/50 Chance,50/50 Chance,80,70,60,70,60,80,60,50/50 Chance,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,4,4,1490,27,17,17,19,12,18
WS0583,3,860,2.37,2.37,2.4,2.62,2.703, ,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,Does not describe me at all,Does not describe me at all,4,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,90,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,60,60,50/50 Chance,Completely Sure,Completely Sure,70,10,70,Completely Sure,Completely Sure,20,Completely Sure,Completely Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,2,3,3,1730,28,15,19,9,3,21
WS0584,0,990,1.66,1.66, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0585, ,1050,2.85,2.85,2.37,2.14,2.3, ,4,Describes me very well,4,Describes me very well,Somewhat describes me,4,4,Somewhat describes me,Somewhat describes me,4,4,80,50/50 Chance,Completely Sure,40,40,80,80,80,40,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,30,50/50 Chance,50/50 Chance,30,90,50/50 Chance,30,50/50 Chance,30,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,2,2,2,1200,24,10,17,19,11,11
WS0586,0,820,1.37,1.37, , , , ,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,Does not describe me at all,2,Somewhat describes me,60,60,40,60,40,60,80,60,40,40,80,40,Completely Sure,80,Completely Sure,Completely Sure,60,60,60,40,80,40,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1380,30,30,12,15,7,25
WS0587,4,910,3.75,3.75,3.45,3.4,3.369, ,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,4,Somewhat describes me,4,Somewhat describes me,2,4,Describes me very well,70,70,80,70,80,70,80,80,60,80,90,60,60,80,80,80,80,70,60,60,50/50 Chance,70,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,2,4,3,1580,25,15,16,17,8,18
WS0588,0,810,0.81,0.81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0589, ,800,1.48,1.48, , , , ,4,4,4,Describes me very well,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,4,4,4,50/50 Chance,50/50 Chance,60,30,60,50/50 Chance,70,60,40,30,70,10,20,50/50 Chance,70,10,20,30,30,60,30,30,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Strongly Agree,1,1,1,930,23,16,16,19,13,9
WS0590,1,970,1.79,1.79, ,1.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0591,2,900,3.11,3.11,3.09,3.11,3.278, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0592,2,1036.86,1.91,1.91, , , , ,Describes me very well,4,Describes me very well,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,4,Does not describe me at all,Describes me very well,Describes me very well,80,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,90,Completely Sure,70,Completely Sure,90,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,Completely Sure,80,Completely Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,1,4,3,2070,29,17,20,19,9,22
WS0593,0,990,1.5,1.5,2.63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0594,3,1240,3.7,3.7,3.8,3.8, , ,4,Somewhat describes me,2,Describes me very well,4,2,4,Somewhat describes me,2,Somewhat describes me,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Disagree,2,4,4,1760,23,19,17,15,6,20
WS0595,1,930,1.9,1.9,2.45,2.3,2.574, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0596,1,1050,0.85,0.85, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0597,4,1000,3.63,3.63,3.48,3.53,3.582, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0598,3,1100,3.48,3.48,3.44,3.47,3.495, ,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,4,Does not describe me at all,Somewhat describes me,Describes me very well,90,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,90,Completely Sure,Completely Sure,80,90,90,90,80,90,Completely Sure,Completely Sure,90,90,Completely Sure,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,2,4,4,2060,28,16,20,18,5,19
WS0599,1,890,2.78,2.78,3.18,3.3,3.33, ,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,4,Describes me very well,4,Somewhat describes me,Describes me very well,4,Describes me very well,80,70,70,70,70,Completely Sure,80,90,90,80,80,70,70,Completely Sure,80,Completely Sure,Completely Sure,80,80,80,80,Completely Sure,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,2,3,1,1820,28,17,19,21,11,18
WS0600,2,970,1.94,1.94,2.27,2.26,2.343, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0601, ,960,2.94,2.94,2.55,2.63,2.918, ,Somewhat describes me,4,4,Describes me very well,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,4,4,40,30,60,40,60,60,60,70,70,60,70,50/50 Chance,50/50 Chance,70,70,80,70,80,70,80,70,80,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2,2,3,1390,21,20,15,18,11,13
WS0602,3,1020,3.28,3.28,2.91,2.88,2.84, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0603,3,870,3.25,3.25,3.18,3.29,3.413, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0604,3,950,2.88,2.88,3.15,3.12,3.205, ,4,4,4,Describes me very well,4,Somewhat describes me,4,2,Somewhat describes me,4,Somewhat describes me,50/50 Chance,50/50 Chance,70,70,60,60,70,70,60,60,70,80,50/50 Chance,60,50/50 Chance,90,70,80,70,70,80,80,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1470,20,14,16,17,10,13
WS0605,0,820,1.9,1.9, , , , ,Somewhat describes me,4,Somewhat describes me,4,2,2,4,2,2,4,Describes me very well,70,60,70,50/50 Chance,70,70,60,50/50 Chance,40,50/50 Chance,60,50/50 Chance,50/50 Chance,40,70,70,60,80,60,70,40,80,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,1,3,3,1320,22,18,16,14,7,17
WS0606, ,820,1.5,1.5, , , , ,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,Describes me very well,Describes me very well,4,2,Describes me very well,Describes me very well,90,90,Completely Sure,Completely Sure,80,Completely Sure,90,90,Completely Sure,90,80,90,90,Completely Sure,80,90,90,Completely Sure,Completely Sure,90,90,90,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,2,5,5,2020,30,23,20,24,10,25
WS0607, ,760,2.12,2.12,2.02,2.05,2.172, ,4,4,4,Describes me very well,4,4,Describes me very well,4,4,4,4,80,70,Completely Sure,70,80,80,80,90,80,80,80,80,70,70,70,70,80,80,80,80,70,70,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1710,24,23,18,20,12,16
WS0608,2,810,2.28,2.28,1.62, , , ,Describes me very well,2,4,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,50/50 Chance,40,50/50 Chance,40,40,40,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,40,40,30,20,40,40,40,40,40,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,2,4,4,940,24,23,13,13,10,17
WS0609,2,880,1.77,1.77, , , , ,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1540,18,18,12,15,9,14
WS0610,4,1070,2.16,2.16,2.21,2.5,2.618, ,Somewhat describes me,4,Does not describe me at all,4,2,2,4,4,Does not describe me at all,Describes me very well,4,60,80,70,70,90,80,90,80,80,80,Completely Sure,60,70,70,Completely Sure,50/50 Chance,60,70,70,90,90,70,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,4,3,1680,21,14,15,17,4,18
WS0611,3,1230,3.14,3.14,3.28,3.3, , ,4,4,Does not describe me at all,Somewhat describes me,Somewhat describes me,4,2,Somewhat describes me,Does not describe me at all,Somewhat describes me,2,Completely Sure,80,90,Completely Sure,Completely Sure,50/50 Chance,80,Completely Sure,90,Completely Sure,Completely Sure,40,Completely Sure,90,Completely Sure,70,80,Completely Sure,Completely Sure,80,70,90,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,1,2,2,1910,20,14,11,17,6,11
WS0612,3,1070,2.92,2.92,3.01,3.09,3.161, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0613,3,730,2.75,2.75,2.6,2.58,2.535, ,4,Somewhat describes me,Somewhat describes me,Describes me very well,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,4,40,40,60,80,80,Completely Sure,Completely Sure,Completely Sure,80,90,80,70,90,90,70,90,Completely Sure,Completely Sure,90,90,80,90,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,2,3,4,1810,22,23,16,17,9,18
WS0614,4,1010,2.87,2.87,3.06,3.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0615,3,1050,3.32,3.32,3.28,3.33,3.457, ,Describes me very well,Describes me very well,4,4,4,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,90,90,Completely Sure,90,50/50 Chance,90,50/50 Chance,80,90,80,Completely Sure,90,80,90,90,80,80,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,2,2,1910,25,16,19,23,14,13
WS0616,3,900,2.33,2.33,2.46,2.61,2.59, ,2,4,4,4,4,Somewhat describes me,4,4,Somewhat describes me,4,4,20,30,50/50 Chance,40,50/50 Chance,40,40,40,50/50 Chance,50/50 Chance,80,60,60,40,60,50/50 Chance,30,50/50 Chance,60,30,40,50/50 Chance,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,2,2,4,1020,26,26,14,19,10,16
WS0617,3,1180,3.625,3.604166666,3.451612903,3.236842105,3.168539326, ,Somewhat describes me,Does not describe me at all,Does not describe me at all,Describes me very well,Does not describe me at all,Does not describe me at all,Describes me very well,Does not describe me at all,Does not describe me at all,Somewhat describes me,Describes me very well,80,50/50 Chance,Completely Sure,70,80,70,50/50 Chance,80,80,80,Completely Sure,60,Completely Sure,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,80,80,Strongly Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,1,4,4,1780,27,21,18,7,3,20
WS0618,4,1036.86,2.82,3,2.88,2.807692308, , ,4,Describes me very well,2,4,Describes me very well,Describes me very well,Describes me very well,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,70,80,70,80,60,60,90,80,90,70,80,50/50 Chance,70,60,90,90,80,60,60,Completely Sure,80,80,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1,1,1,1650,20,9,16,22,10,5
